PLAYER_ID,PLAYER_NAME,MIN_PER_GAME,MILES_PER_36
1628969,Mikal Bridges,37.84848484848485,2.7381905524419534
1641739,Toumani Camara,32.78787878787879,2.936229205175601
1629639,Tyler Herro,35.53968253968254,2.82661902635105
1628404,Josh Hart,37.904761904761905,2.6261306532663315
1630183,Jaden McDaniels,32.44927536231884,2.797677534613667
1631128,Christian Braun,33.47761194029851,2.770218457423094
1630224,Jalen Green,33.343283582089555,2.762041181736795
1631099,Keegan Murray,34.645161290322584,2.8324022346368714
1630162,Anthony Edwards,36.36363636363637,2.5320000000000005
1630700,Dyson Daniels,33.935483870967744,2.8830798479087454
1628368,De'Aaron Fox,36.14754098360656,2.736326530612245
1630595,Cade Cunningham,35.16129032258065,2.746238532110092
1626164,Devin Booker,37.5,2.565677419354839
1630169,Tyrese Haliburton,33.983870967741936,2.7986710963455153
1629027,Trae Young,36.24193548387097,2.6114819759679575
1628973,Jalen Brunson,35.442622950819676,2.6875115633672526
1627750,Jamal Murray,36.39344262295082,2.612432432432432
1629014,Anfernee Simons,32.8125,2.748
1628983,Shai Gilgeous-Alexander,34.323076923076925,2.576961004034065
1627783,Pascal Siakam,32.90769230769231,2.686115007012623
1626162,Kelly Oubre Jr.,34.63333333333333,2.707795957651588
203897,Zach LaVine,34.779661016949156,2.731578947368421
1628389,Bam Adebayo,34.375,2.524909090909091
1629008,Michael Porter Jr.,33.69230769230769,2.5282191780821917
203999,Nikola Jokić,36.5,2.440300486080424
201942,DeMar DeRozan,35.81666666666667,2.5647277803629596
1631114,Jalen Williams,32.516666666666666,2.8194771911840086
1642267,Bub Carrington,29.43076923076923,2.86983795086252
1628384,OG Anunoby,36.75,2.4767346938775505
1630178,Tyrese Maxey,37.69230769230769,2.762448979591837
1627826,Ivica Zubac,32.60606060606061,2.5159851301115244
202699,Tobias Harris,32.142857142857146,2.663111111111111
1641708,Amen Thompson,32.52542372881356,2.80833767587285
1628401,Derrick White,33.66129032258065,2.5805462386200286
1641731,Bilal Coulibaly,32.96551724137931,2.811087866108787
1630559,Austin Reaves,34.5,2.6662668665667164
1627734,Domantas Sabonis,35.089285714285715,2.70412213740458
203081,Damian Lillard,36.05357142857143,2.6228826151560174
1629632,Coby White,33.05084745762712,2.712
1628415,Dillon Brooks,32.25396825396825,2.5901574803149607
1629636,Darius Garland,30.428571428571427,2.723004694835681
203497,Rudy Gobert,32.91525423728814,2.678681771369722
1626145,Tyus Jones,28.074626865671643,2.752153110047847
1628386,Jarrett Allen,28.64179104477612,2.68264721208963
201935,James Harden,35.03076923076923,2.2592885375494074
1628369,Jayson Tatum,36.377049180327866,2.313474538080216
201572,Brook Lopez,31.784615384615385,2.476089060987415
1642377,Jaylen Wells,25.91176470588235,2.888989784335982
203084,Harrison Barnes,27.40909090909091,2.8039800995024877
1629638,Nickeil Alexander-Walker,25.159420289855074,2.9198156682027654
1626157,Karl-Anthony Towns,35.016949152542374,2.4516940948693127
1630578,Alperen Sengun,31.444444444444443,2.5532559313478043
1630182,Josh Green,28.65,2.938219895287958
1629675,Naz Reid,27.88235294117647,2.656329113924051
1631101,Shaedon Sharpe,30.533333333333335,2.7275109170305676
1630217,Desmond Bane,31.464285714285715,2.8297389330306473
1630581,Josh Giddey,29.559322033898304,2.8403669724770637
1628378,Donovan Mitchell,31.295081967213115,2.5948664222105813
201939,Stephen Curry,32.160714285714285,2.7364797334813993
1627736,Malik Beasley,27.44776119402985,2.670146818923328
1630567,Scottie Barnes,33.92307692307692,2.7816326530612248
1630592,Jalen Wilson,26.075757575757574,2.849041255084253
1631108,Max Christie,27.2,2.773303167420814
1630202,Payton Pritchard,28.16923076923077,2.67591480065538
201142,Kevin Durant,37.09090909090909,2.4
203484,Kentavious Caldwell-Pope,30.109375,2.5388687078360146
1630530,Trey Murphy III,35.72549019607843,2.685181119648738
1628370,Malik Monk,32.48148148148148,2.7872291904218933
1630166,Deni Avdija,29.048387096774192,2.710494169905608
1631097,Bennedict Mathurin,29.949152542372882,2.7606112054329373
1630596,Evan Mobley,30.25423728813559,2.7307563025210086
203468,CJ McCollum,32.86274509803921,2.8568019093078756
1627759,Jaylen Brown,35.05555555555556,2.517908082408875
202696,Nikola Vučević,31.779661016949152,2.53632
1629628,RJ Barrett,33.03921568627451,2.8201780415430266
1626167,Myles Turner,30.586206896551722,2.676662908680947
1628991,Jaren Jackson Jr.,29.40983606557377,2.6468227424749164
1642273,Kyshawn George,27.220338983050848,2.9454545454545453
203471,Dennis Schröder,27.816666666666666,2.8321150389454766
203507,Giannis Antetokounmpo,33.888888888888886,2.571147540983606
1641711,Gradey Dick,29.38888888888889,2.955765595463138
1629652,Luguentz Dort,29.098360655737704,2.6386478873239434
203501,Tim Hardaway Jr.,28.22222222222222,2.6281214848143986
2544,LeBron James,34.89473684210526,2.345701357466063
203944,Julius Randle,32.17857142857143,2.5891231964483903
1630557,Corey Kispert,26.233333333333334,2.9573062261753496
1630532,Franz Wagner,33.645833333333336,2.8643962848297213
202691,Klay Thompson,27.721311475409838,2.7271437019515075
1630703,Scoot Henderson,26.85,2.8491620111731844
1629661,Cameron Johnson,31.923076923076923,2.7542168674698795
1642274,Yves Missi,26.951612903225808,2.727468581687612
1642264,Stephon Castle,25.73846153846154,2.722056186491333
1627832,Fred VanVleet,35.06122448979592,2.648661233993015
1628970,Miles Bridges,32.26923076923077,2.701072705601907
202681,Kyrie Irving,36.08,2.5004434589800444
1631105,Jalen Duren,25.890625,2.72009656004828
1627752,Taurean Prince,26.523076923076925,2.612296983758701
1627741,Buddy Hield,23.153846153846153,2.992425249169435
1629673,Jordan Poole,30.854545454545455,2.649616971125516
1642258,Zaccharie Risacher,24.566666666666666,3.0309362279511536
1630598,Aaron Wiggins,22.46969696969697,2.9955495616992582
1630553,Keon Johnson,23.923076923076923,2.8545337620578777
1641717,Cason Wallace,27.32758620689655,2.7914195583596215
1627824,Guerschon Yabusele,26.629032258064516,2.677649909145972
1629656,Quentin Grimes,25.26984126984127,2.7746231155778895
1629130,Duncan Robinson,24.50793650793651,2.8282383419689117
1629060,Rui Hachimura,32.1,2.7185046728971964
101108,Chris Paul,28.227272727272727,2.3420289855072465
1630534,Ochai Agbaji,26.945454545454545,2.9441295546558703
1626179,Terry Rozier,26.982456140350877,2.827568270481144
1641718,Keyonte George,31.403846153846153,2.6564605021432945
1630577,Julian Champagnie,23.151515151515152,2.836649214659686
203915,Spencer Dinwiddie,25.955223880597014,2.4862564692351925
1630168,Onyeka Okongwu,26.633333333333333,2.7033792240300376
1630170,Devin Vassell,30.745098039215687,2.75280612244898
203952,Andrew Wiggins,30.76923076923077,2.6797499999999994
1626220,Royce O'Neale,25.306451612903224,2.7304015296367115
1627751,Jakob Poeltl,29.941176470588236,2.8007858546168958
1629651,Nic Claxton,27.20689655172414,2.7102661596958177
201566,Russell Westbrook,27.9672131147541,2.504806565064478
1630558,Davion Mitchell,26.06779661016949,2.7713914174252277
1629599,Amir Coffey,25.184615384615384,2.586194257788638
1627884,Derrick Jones Jr.,24.532258064516128,2.7597633136094677
1631117,Walker Kessler,30.42,2.757396449704142
1629640,Keldon Johnson,23.666666666666668,2.7911468812877263
1629023,P.J. Washington,32.208333333333336,2.6871927554980597
1631165,Keon Ellis,23.142857142857142,2.8370370370370375
203078,Bradley Beal,32.1875,2.6772815533980587
1641783,Tristan da Silva,22.96875,2.8114285714285714
1630590,Scotty Pippen Jr.,20.402985074626866,3.015362106803219
1627739,Kris Dunn,24.033333333333335,2.853536754507628
1629614,Andrew Nembhard,28.918367346938776,2.8962597035991533
1629312,Haywood Highsmith,24.051724137931036,2.9187096774193546
1626181,Norman Powell,32.829787234042556,2.6340894361633183
1641710,Anthony Black,23.828125,2.665180327868853
1642268,Isaiah Collier,25.135593220338983,2.738233310856372
201950,Jrue Holiday,30.45098039215686,2.6055376690276884
203924,Jerami Grant,32.42553191489362,2.631496062992126
1641705,Victor Wembanyama,33.19565217391305,2.626326129666012
1630163,LaMelo Ball,32.13636363636363,2.826025459688826
201144,Mike Conley,24.74137931034483,2.7821602787456445
1628398,Kyle Kuzma,29.408163265306122,2.7705759888965997
1630230,Naji Marshall,26.553571428571427,2.6848688634835236
1627777,Georges Niang,21.76923076923077,2.7756890459363954
1628374,Lauri Markkanen,31.6,2.749367088607595
1630245,Ayo Dosunmu,30.304347826086957,2.8045911047345764
1630583,Santi Aldama,25.0,2.9452075471698116
1629018,Gary Trent Jr.,24.833333333333332,2.59006711409396
1642259,Alex Sarr,27.02,2.848556624722428
1629012,Collin Sexton,28.057692307692307,2.617957505140507
1629631,De'Andre Hunter,27.745098039215687,2.686643109540636
1631260,AJ Green,22.47457627118644,2.864253393665158
1631222,Jake LaRavia,20.295081967213115,3.0649434571890146
1630540,Miles McBride,24.553571428571427,2.7543272727272727
1628392,Isaiah Hartenstein,28.319148936170212,2.8372652141247183
203110,Draymond Green,28.865384615384617,2.513524317121919
1631095,Jabari Smith Jr.,30.844444444444445,2.6974063400576367
1631124,Julian Strawther,22.147540983606557,2.760621761658031
1641764,Brandin Podziemski,25.4,2.911181102362205
1627827,Dorian Finney-Smith,28.229166666666668,2.709963099630996
1628960,Grayson Allen,24.849056603773583,2.7772209567198174
1628978,Donte DiVincenzo,26.52,2.7583710407239814
1630198,Isaiah Joe,21.0,2.846838407494145
